"championId","championname","role1","role2","championLevel","attack","defense","magic","difficulty","hp","mp","mpperlevel","movespeed","armor","spellblock","attackrange","hpregen","mpregen","crit","attackdamage","attackspeed","summoners_playing","total_championpoints"
"114","Fiora","Fighter","Assassin",6,10,4,2,3,550,300,40,345,33,32.1,150,8.5,8,0,68,0.69,308,15810053
"234",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,354,15777785
"13","Ryze","Mage","Fighter",5,2,2,10,7,575,300,50,340,22,36,550,8,8,0,58,0.625,407,15709381
"8","Vladimir","Mage","n/a",6,2,6,8,7,537,2,0,330,23,30,450,7,0,0,55,0.658,310,15703438
"24","Jax","Fighter","Assassin",6,7,5,7,5,592.8,338.8,32,350,36,32.1,125,8.5,7.576,0,68,0.638,315,15524023
"42","Corki","Marksman","Marksman",7,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,204,15500345
"115","Ziggs","Mage","n/a",7,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,172,15481116
"29","Twitch","Marksman","Assassin",6,9,2,3,6,612,287.2,40,330,27,30,550,3.75,7.256,0,59,0.679,321,15468437
"63","Brand","Mage","n/a",5,2,2,9,4,519.68,469,21,340,21.88,30,550,5.5,10.665,0,57.04,0.625,386,15398289
"15","Sivir","Marksman","Marksman",5,9,3,1,4,562,284,50,335,26,30,500,3.25,8,0,63,0.625,418,15370834
"110","Varus","Marksman","Mage",5,7,3,4,2,530,360,33,330,27,30,575,3.5,8,0,61,0.658,430,15321290
"69","Cassiopeia","Mage","n/a",5,2,3,9,10,560,350,40,328,18,32,550,5.5,8,0,53,0.647,341,15238764
"4","TwistedFate","Mage","n/a",5,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,412,15202648
"62","MonkeyKing","Fighter","Tank",5,8,5,2,3,540,300,45,345,31,28,175,4,8,0,68,0.711,392,15049476
"427","Ivern","Support","Mage",7,3,5,7,7,585,450,60,330,27,32.1,475,7,6,0,50,0.644,99,15032315
"432","Bard","Support","Mage",5,4,4,5,9,560,350,50,330,34,30,500,5.5,6,0,52,0.625,327,14992490
"48","Trundle","Fighter","Tank",7,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,146,14893663
"119","Draven","Marksman","Marksman",6,9,3,1,8,605,360.56,39,330,29,30,550,3.75,8.042,0,60,0.679,282,14766674
"145","Kaisa","Marksman","Marksman",6,8,5,3,6,600,344.88,38,335,28,30,525,3.5,8.2,0,59,0.644,261,14511309
"22","Ashe","Marksman","Mage",6,7,3,2,4,570,280,32,325,26,30,600,3.5,6.972,0,61,0.658,291,14490794
"56","Nocturne","Assassin","Fighter",7,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,161,14436987
"429","Kalista","Marksman","Marksman",5,8,2,4,7,534,250,45,325,21,30,525,3.75,6.3,0,69,0.694,372,14373127
"3","Galio","Tank","Mage",5,1,10,6,5,562,500,40,335,24,32,150,8,9.5,0,59,0.625,307,14290418
"11","MasterYi","Assassin","Fighter",6,10,4,2,4,598.56,250.56,42,355,33,32.1,125,7.5,7.256,0,66,0.679,312,14251806
"18","Tristana","Marksman","Assassin",6,9,3,5,4,559,250,32,325,26,30,525,3.75,7.2,0,61,0.656,308,14155333
"7","Leblanc","Assassin","Mage",6,1,4,10,9,528,334,50,340,21.88,30,525,7.5,6,0,54.88,0.625,288,14082297
"80","Pantheon","Fighter","Assassin",5,9,4,3,4,580,317.12,31,355,40,28,175,10,7.356,0,64,0.644,369,14081265
"103","Ahri","Mage","Assassin",6,3,4,8,5,526,418,25,330,20.88,30,550,6.5,8,0,53.04,0.668,287,14077925
"141","Kayn","Fighter","Assassin",6,10,6,1,8,585,410,50,340,38,32.1,175,8,11.5,0,68,0.669,265,13981848
"102","Shyvana","Fighter","Tank",7,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,141,13978142
"84","Akali","Assassin","n/a",6,5,3,8,7,575,200,0,345,23,37,125,8,50,0,62.4,0.625,276,13956566
"23","Tryndamere","Fighter","Assassin",5,10,5,2,5,625.64,100,0,345,33,32.1,125,8.5,0,0,69,0.67,255,13936332
"91","Talon","Assassin","n/a",5,9,3,1,7,588,377.2,37,335,30,39,125,8.5,7.6,0,68,0.625,343,13823253
"11","MasterYi","Assassin","Fighter",5,10,4,2,4,598.56,250.56,42,355,33,32.1,125,7.5,7.256,0,66,0.679,395,13715275
"17","Teemo","Marksman","Assassin",5,5,3,7,6,528,334,20,330,24.3,30,500,5.5,9.6,0,54,0.69,302,13701481
"222","Jinx","Marksman","Marksman",6,9,2,4,6,610,245,45,325,28,30,525,3.75,6.7,0,57,0.625,262,13670183
"96","KogMaw","Marksman","Mage",5,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,372,13654805
"99","Lux","Mage","Support",5,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,391,13563310
"59","JarvanIV","Tank","Fighter",6,6,8,3,5,570,300,40,340,34,32.1,175,8,6.5,0,64,0.658,272,13539657
"12","Alistar","Tank","Support",5,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,337,13532352
"150","Gnar","Fighter","Tank",5,6,5,5,8,510,100,0,335,32,30,175,4.5,0,0,59,0.625,320,13471619
"360",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,13450662
"41","Gangplank","Fighter","n/a",6,7,6,4,9,540,282,40,345,35,32.1,125,6,7.5,0,64,0.658,250,13364604
"21","MissFortune","Marksman","Marksman",6,8,2,5,1,570,325.84,35,325,28,30,550,3.75,8.042,0,52,0.656,258,13329963
"54","Malphite","Tank","Fighter",6,5,9,7,2,574.2,282.2,40,335,37,32.1,125,7,7.324,0,61.97,0.736,293,13189796
"61","Orianna","Mage","Support",6,4,3,9,7,530,418,25,325,17.04,26,525,7,8,0,40.368,0.658,280,13182302
"5","XinZhao","Fighter","Assassin",5,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,361,13155152
"523","Aphelios","Marksman","Marksman",5,6,2,1,10,530,348,42,325,28,26,550,3.25,6.5,0,57,0.64,298,13129225
"55","Katarina","Assassin","Mage",6,4,3,9,8,602,0,0,340,27.88,32.1,125,7.5,0,0,58,0.658,227,13128727
"246","Qiyana","Assassin","Fighter",5,0,2,4,8,590,320,50,335,28,32.1,150,8.5,8,0,64,0.625,303,13127538
"164","Camille","Fighter","Tank",6,8,6,3,4,575.6,338.8,32,340,35,32.1,125,8.5,8.15,0,68,0.644,248,13052909
"107","Rengar","Assassin","Fighter",6,7,4,2,8,585,4,0,345,34,32.1,125,7,0,0,68,0.667,246,13033091
"101","Xerath","Mage","n/a",5,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,327,12963997
"25","Morgana","Mage","Support",6,1,6,8,1,560,340,60,335,25,30,450,5.5,11,0,56,0.625,275,12961616
"40","Janna","Support","Mage",5,3,5,7,7,500,350,64,315,28,30,550,5.5,11.5,0,46,0.625,299,12960743
"99","Lux","Mage","Support",6,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,282,12922924
"122","Darius","Fighter","Tank",6,9,5,1,2,582.24,263,37.5,340,39,32.1,175,10,6.6,0,64,0.625,250,12798978
"2","Olaf","Fighter","Tank",5,9,5,3,3,597.24,315.6,42,350,35,32.1,125,8.5,7.466,0,68,0.694,320,12625763
"133","Quinn","Marksman","Assassin",7,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,89,12529772
"89","Leona","Tank","Support",5,4,8,3,4,576.16,302.2,40,335,47,32.1,125,8.5,6,0,60.04,0.625,304,12510744
"4","TwistedFate","Mage","n/a",6,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,273,12368724
"28","Evelynn","Assassin","Mage",5,4,2,7,10,572,315.6,42,335,37,32.1,125,8.5,8.108,0,61,0.667,264,12257382
"110","Varus","Marksman","Mage",6,7,3,4,2,530,360,33,330,27,30,575,3.5,8,0,61,0.658,255,12159673
"79","Gragas","Fighter","Mage",6,4,7,6,5,600,400,47,330,35,32.1,125,5.5,6,0,64,0.675,261,12128575
"30","Karthus","Mage","n/a",5,2,2,10,7,550,467,30.5,335,20.88,30,450,6.5,8,0,45.66,0.625,324,12085898
"876","Lillia","Fighter","Mage",7,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,140,12027249
"50","Swain","Mage","Fighter",5,2,6,9,8,525,468,28.5,325,22.72,30,525,7,8,0,58,0.625,296,12026988
"142","Zoe","Mage","Support",5,1,7,8,5,560,425,25,340,20.8,30,550,6.5,8,0,58,0.625,267,12023700
"33","Rammus","Tank","Fighter",7,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,65,11903690
"68","Rumble","Fighter","Mage",5,3,6,8,10,589,100,0,345,31,32.1,125,8,0,0,61,0.644,288,11866697
"126","Jayce","Fighter","Marksman",6,8,4,3,7,560,375,45,335,27,30,125,6,6,0,54,0.658,250,11819407
"85","Kennen","Mage","Marksman",5,6,4,7,4,541,200,0,335,29,30,550,5.5,50,0,48,0.625,294,11802518
"82","Mordekaiser","Fighter","n/a",5,4,6,7,4,575,100,0,335,37,32,175,5,0,0,61,0.625,321,11773219
"13","Ryze","Mage","Fighter",6,2,2,10,7,575,300,50,340,22,36,550,8,8,0,58,0.625,263,11658674
"163","Taliyah","Mage","Support",5,1,7,8,5,532,425,30,335,20,30,525,7,9.335,0,58,0.625,288,11587991
"60","Elise","Mage","Fighter",5,6,5,7,9,534,324,50,330,27,30,550,5.5,6,0,55,0.625,290,11578661
"117","Lulu","Support","Mage",6,4,5,7,5,525,350,55,330,29,30,550,6,11,0,47,0.625,205,11537625
"25","Morgana","Mage","Support",5,1,6,8,1,560,340,60,335,25,30,450,5.5,11,0,56,0.625,314,11496721
"12","Alistar","Tank","Support",6,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,219,11466511
"86","Garen","Fighter","Tank",5,7,7,1,5,620,0,0,340,36,32.1,175,8,0,0,66,0.625,276,11314540
"14","Sion","Tank","Fighter",5,5,9,3,5,545,330,42,345,32,32.1,175,7.5,8,0,68,0.679,281,11260449
"10","Kayle","Fighter","Support",5,6,6,7,7,600,330,50,335,26,34,175,5,8,0,50,0.625,336,11248725
"266","Aatrox","Fighter","Tank",6,8,4,3,4,580,0,0,345,38,32.1,175,3,0,0,60,0.651,207,11232887
"75","Nasus","Fighter","Tank",6,7,5,6,6,561.2,325.6,42,350,34,32.1,125,9,7.44,0,67,0.638,249,11217617
"131","Diana","Fighter","Mage",6,7,6,8,4,570,375,25,345,31,32.1,150,7.5,8,0,57,0.625,250,11217265
"268","Azir","Mage","Marksman",5,6,3,8,9,552,480,21,335,19.04,30,525,7,8,0,52,0.625,296,11190140
"120","Hecarim","Fighter","Tank",6,8,6,4,6,580,277.2,40,345,36,32.1,175,7,6.5,0,66,0.67,256,11119691
"517","Sylas","Mage","Assassin",6,3,4,8,5,525,280,50,340,27,32,175,9,7,0,61,0.645,229,11065787
"106","Volibear","Fighter","Tank",5,7,7,4,3,580,350,50,340,31,32,150,9,6.25,0,60,0.625,279,10959352
"45","Veigar","Mage","n/a",6,2,2,10,7,505,490,26,340,23,32,550,6.5,8,0,52,0.625,241,10914548
"36","DrMundo","Fighter","Tank",7,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,110,10889961
"154","Zac","Tank","Fighter",5,3,7,7,8,615,0,0,340,33,32,175,8,0,0,60,0.736,279,10863397
"497","Rakan","Support","n/a",5,2,4,8,5,540,315,50,335,32,32.1,300,5,8.75,0,62,0.635,257,10856457
"421","RekSai","Fighter","n/a",5,8,5,2,3,570,100,0,335,36,32.1,175,7.5,0,0,64,0.667,233,10845432
"42","Corki","Marksman","Marksman",5,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,317,10841706
"43","Karma","Mage","Support",6,1,7,8,5,534,374,50,335,26,30,525,5.5,11.5,0,53.544,0.625,229,10752994
"98","Shen","Tank","n/a",5,3,9,3,4,540,400,0,340,34,32.1,125,8.5,50,0,60,0.751,280,10718109
"111","Nautilus","Tank","Fighter",6,4,6,6,6,576.48,400,47,325,39,32.1,175,8.5,8.626,0,61,0.706,213,10678109
"76","Nidalee","Assassin","Mage",6,5,4,7,8,545,295.6,45,335,28,30,525,6,6,0,61,0.638,231,10631968
"38","Kassadin","Assassin","Mage",6,3,5,8,8,576,397.6,67,335,19,30,150,6,6,0,58.852,0.64,242,10557832
"57","Maokai","Tank","Mage",5,3,8,6,3,565,375,43,335,39,32.1,125,5,7.2,0,63.54,0.8,297,10529806
"96","KogMaw","Marksman","Mage",6,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,235,10524823
"112","Viktor","Mage","n/a",6,2,4,10,9,530,405,25,335,23,30,525,8,8,0,53,0.658,225,10510688
"75","Nasus","Fighter","Tank",5,7,5,6,6,561.2,325.6,42,350,34,32.1,125,9,7.44,0,67,0.638,293,10474447
"1","Annie","Mage","n/a",6,2,3,10,6,524,418,25,335,19.22,30,625,5.5,8,0,50.41,0.579,219,10403372
"9","Fiddlesticks","Mage","Support",6,2,3,9,9,580.4,500,28,335,34,30,480,5.5,8,0,55.36,0.625,135,10391813
"876","Lillia","Fighter","Mage",5,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,235,10373640
"235","Senna","Marksman","Mage",6,7,2,6,7,520,350,45,330,28,30,600,3.5,11.5,0,50,0.625,223,10241918
"15","Sivir","Marksman","Marksman",6,9,3,1,4,562,284,50,335,26,30,500,3.25,8,0,63,0.625,235,10227210
"134","Syndra","Mage","Support",6,2,3,9,8,523,480,40,330,24.712,30,550,6.5,8,0,53.872,0.625,226,10222696
"20","Nunu","Tank","Fighter",5,4,6,7,4,570,280,42,345,32,32.1,125,5,7,0,61,0.625,262,10209828
"498","Xayah","Marksman","Marksman",6,10,6,1,5,590,340,40,325,25,30,525,3.25,8.25,0,60,0.625,215,10188471
"40","Janna","Support","Mage",6,3,5,7,7,500,350,64,315,28,30,550,5.5,11.5,0,46,0.625,191,10046488
"48","Trundle","Fighter","Tank",5,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,259,9968207
"45","Veigar","Mage","n/a",4,2,2,10,7,505,490,26,340,23,32,550,6.5,8,0,52,0.625,596,9967481
"267","Nami","Support","Mage",5,4,3,7,5,475,365,43,335,29,30,550,5.5,11.5,0,51.208,0.644,183,9947170
"555","Pyke","Support","Assassin",6,9,3,1,7,600,415,50,330,45,32,150,7,8,0,62,0.667,213,9888402
"429","Kalista","Marksman","Marksman",6,8,2,4,7,534,250,45,325,21,30,525,3.75,6.3,0,69,0.694,212,9822846
"35","Shaco","Assassin","n/a",5,8,4,6,9,587,297.2,40,350,30,32.1,125,8.5,7.156,0,63,0.694,272,9788411
"32","Amumu","Tank","Mage",7,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,100,9788399
"221",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,9769230
"31","Chogath","Tank","Mage",5,3,7,7,5,574.4,272.2,40,345,38,32.1,125,9,7.206,0,69,0.625,280,9740264
"223","TahmKench","Support","Tank",5,3,9,6,5,600,325,40,335,47,32.1,175,6.5,8,0,56,0.658,279,9729292
"58","Renekton","Fighter","Tank",6,8,5,2,3,575,100,0,345,35,32.1,125,8,0,0,69,0.665,199,9728301
"516","Ornn","Tank","Fighter",5,5,9,3,5,590,340.6,45,335,33,32.1,175,9,8.01,0,69,0.625,218,9723811
"78","Poppy","Tank","Fighter",5,6,7,2,6,540,280,40,345,38,32,125,8,7,0,64,0.625,214,9665802
"240","Kled","Fighter","Tank",5,8,2,2,7,340,100,0,345,35,32.1,125,6,0,0,65,0.625,106,9628367
"60","Elise","Mage","Fighter",6,6,5,7,9,534,324,50,330,27,30,550,5.5,6,0,55,0.625,204,9524523
"115","Ziggs","Mage","n/a",5,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,271,9427985
"62","MonkeyKing","Fighter","Tank",6,8,5,2,3,540,300,45,345,31,28,175,4,8,0,68,0.711,206,9317626
"91","Talon","Assassin","n/a",6,9,3,1,7,588,377.2,37,335,30,39,125,8.5,7.6,0,68,0.625,212,9259198
"268","Azir","Mage","Marksman",6,6,3,8,9,552,480,21,335,19.04,30,525,7,8,0,52,0.625,181,9212086
"53","Blitzcrank","Tank","Fighter",4,4,8,5,4,582.6,267.2,40,325,37,32.1,125,8.5,8.5,0,61.54,0.625,546,9207193
"63","Brand","Mage","n/a",6,2,2,9,4,519.68,469,21,340,21.88,30,550,5.5,10.665,0,57.04,0.625,210,9189198
"90","Malzahar","Mage","Assassin",5,2,2,9,6,537,375,27.5,335,18,30,500,6,8,0,55,0.625,238,9165256
"35","Shaco","Assassin","n/a",6,8,4,6,9,587,297.2,40,350,30,32.1,125,8.5,7.156,0,63,0.694,186,9068049
"203","Kindred","Marksman","Marksman",6,8,2,2,4,540,300,35,325,29,30,500,7,7,0,65,0.625,203,9027224
"89","Leona","Tank","Support",6,4,8,3,4,576.16,302.2,40,335,47,32.1,125,8.5,6,0,60.04,0.625,209,8965880
"432","Bard","Support","Mage",6,4,4,5,9,560,350,50,330,34,30,500,5.5,6,0,52,0.625,182,8950767
"110","Varus","Marksman","Mage",4,7,3,4,2,530,360,33,330,27,30,575,3.5,8,0,61,0.658,539,8946171
"98","Shen","Tank","n/a",6,3,9,3,4,540,400,0,340,34,32.1,125,8.5,50,0,60,0.751,178,8922123
"42","Corki","Marksman","Marksman",6,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,201,8893558
"166",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,8883346
"161","Velkoz","Mage","n/a",5,2,2,10,8,520,469,21,340,21.88,30,525,5.5,8,0,54.9379,0.625,229,8878062
"22","Ashe","Marksman","Mage",4,7,3,2,4,570,280,32,325,26,30,600,3.5,6.972,0,61,0.658,528,8820736
"555","Pyke","Support","Assassin",4,9,3,1,7,600,415,50,330,45,32,150,7,8,0,62,0.667,528,8807438
"10","Kayle","Fighter","Support",4,6,6,7,7,600,330,50,335,26,34,175,5,8,0,50,0.625,534,8778697
"80","Pantheon","Fighter","Assassin",4,9,4,3,4,580,317.12,31,355,40,28,175,10,7.356,0,64,0.644,533,8774840
"15","Sivir","Marksman","Marksman",4,9,3,1,4,562,284,50,335,26,30,500,3.25,8,0,63,0.625,526,8762488
"142","Zoe","Mage","Support",6,1,7,8,5,560,425,25,340,20.8,30,550,6.5,8,0,58,0.625,141,8753688
"4","TwistedFate","Mage","n/a",4,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,520,8713164
"30","Karthus","Mage","n/a",4,2,2,10,7,550,467,30.5,335,20.88,30,450,6.5,8,0,45.66,0.625,528,8704760
"5","XinZhao","Fighter","Assassin",6,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,191,8701862
"1","Annie","Mage","n/a",5,2,3,10,6,524,418,25,335,19.22,30,625,5.5,8,0,50.41,0.579,280,8681233
"350","Yuumi","Support","Mage",5,5,1,8,2,480,400,45,330,25,25,500,7,10,0,55,0.625,210,8676012
"54","Malphite","Tank","Fighter",4,5,9,7,2,574.2,282.2,40,335,37,32.1,125,7,7.324,0,61.97,0.736,516,8622886
"150","Gnar","Fighter","Tank",6,6,5,5,8,510,100,0,335,32,30,175,4.5,0,0,59,0.625,184,8602015
"18","Tristana","Marksman","Assassin",4,9,3,5,4,559,250,32,325,26,30,525,3.75,7.2,0,61,0.656,510,8567925
"16","Soraka","Support","Mage",5,2,5,7,3,535,425,40,325,32,30,550,2.5,11.5,0,50,0.625,263,8540105
"203","Kindred","Marksman","Marksman",4,8,2,2,4,540,300,35,325,29,30,500,7,7,0,65,0.625,507,8523758
"127","Lissandra","Mage","n/a",5,2,5,8,6,550,475,30,325,22,30,550,7,8,0,53,0.656,234,8464265
"31","Chogath","Tank","Mage",6,3,7,7,5,574.4,272.2,40,345,38,32.1,125,9,7.206,0,69,0.625,186,8443384
"13","Ryze","Mage","Fighter",4,2,2,10,7,575,300,50,340,22,36,550,8,8,0,58,0.625,505,8400775
"80","Pantheon","Fighter","Assassin",6,9,4,3,4,580,317.12,31,355,40,28,175,10,7.356,0,64,0.644,194,8383134
"42","Corki","Marksman","Marksman",4,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,505,8354161
"27","Singed","Tank","Fighter",5,4,8,7,5,580,330,45,345,34,32.1,125,9.5,7.5,0,63,0.613,160,8324563
"131","Diana","Fighter","Mage",4,7,6,8,4,570,375,25,345,31,32.1,150,7.5,8,0,57,0.625,496,8284406
"26","Zilean","Support","Mage",5,2,5,8,6,504,452,30,335,24,30,550,5.5,11.335,0,51.64,0.625,222,8271435
"120","Hecarim","Fighter","Tank",4,8,6,4,6,580,277.2,40,345,36,32.1,175,7,6.5,0,66,0.67,495,8264557
"24","Jax","Fighter","Assassin",4,7,5,7,5,592.8,338.8,32,350,36,32.1,125,8.5,7.576,0,68,0.638,490,8241851
"63","Brand","Mage","n/a",4,2,2,9,4,519.68,469,21,340,21.88,30,550,5.5,10.665,0,57.04,0.625,494,8240739
"38","Kassadin","Assassin","Mage",4,3,5,8,8,576,397.6,67,335,19,30,150,6,6,0,58.852,0.64,496,8231238
"17","Teemo","Marksman","Assassin",6,5,3,7,6,528,334,20,330,24.3,30,500,5.5,9.6,0,54,0.69,176,8205929
"83","Yorick","Fighter","Tank",7,6,6,4,6,580,300,40,340,39,32,175,8,7.5,0,62,0.625,85,8097964
"99","Lux","Mage","Support",4,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,488,8096912
"56","Nocturne","Assassin","Fighter",5,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,217,8064340
"9","Fiddlesticks","Mage","Support",5,2,3,9,9,580.4,500,28,335,34,30,480,5.5,8,0,55.36,0.625,222,8047473
"201","Braum","Support","Tank",5,3,9,4,3,540,310.6,45,335,47,32.1,125,8.5,6,0,55.376,0.644,210,8034988
"21","MissFortune","Marksman","Marksman",4,8,2,5,1,570,325.84,35,325,28,30,550,3.75,8.042,0,52,0.656,486,7997777
"104","Graves","Marksman","Marksman",4,8,5,3,3,555,325,40,340,33,32,425,8,8,0,68,0.475,472,7972999
"62","MonkeyKing","Fighter","Tank",4,8,5,2,3,540,300,45,345,31,28,175,4,8,0,68,0.711,478,7969257
"266","Aatrox","Fighter","Tank",4,8,4,3,4,580,0,0,345,38,32.1,175,3,0,0,60,0.651,475,7950340
"101","Xerath","Mage","n/a",4,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,481,7923369
"57","Maokai","Tank","Mage",6,3,8,6,3,565,375,43,335,39,32.1,125,5,7.2,0,63.54,0.8,164,7897154
"86","Garen","Fighter","Tank",6,7,7,1,5,620,0,0,340,36,32.1,175,8,0,0,66,0.625,180,7871552
"12","Alistar","Tank","Support",4,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,473,7863070
"245","Ekko","Assassin","Fighter",4,5,3,7,8,585,280,50,340,32,32,125,9,7,0,58,0.688,458,7835073
"76","Nidalee","Assassin","Mage",4,5,4,7,8,545,295.6,45,335,28,30,525,6,6,0,61,0.638,469,7831934
"96","KogMaw","Marksman","Mage",4,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,468,7829668
"222","Jinx","Marksman","Marksman",4,9,2,4,6,610,245,45,325,28,30,525,3.75,6.7,0,57,0.625,467,7816910
"43","Karma","Mage","Support",4,1,7,8,5,534,374,50,335,26,30,525,5.5,11.5,0,53.544,0.625,475,7816632
"8","Vladimir","Mage","n/a",4,2,6,8,7,537,2,0,330,23,30,450,7,0,0,55,0.658,468,7775777
"154","Zac","Tank","Fighter",6,3,7,7,8,615,0,0,340,33,32,175,8,0,0,60,0.736,166,7704316
"114","Fiora","Fighter","Assassin",4,10,4,2,3,550,300,40,345,33,32.1,150,8.5,8,0,68,0.69,454,7703011
"25","Morgana","Mage","Support",4,1,6,8,1,560,340,60,335,25,30,450,5.5,11,0,56,0.625,471,7692749
"59","JarvanIV","Tank","Fighter",4,6,8,3,5,570,300,40,340,34,32.1,175,8,6.5,0,64,0.658,464,7685143
"75","Nasus","Fighter","Tank",4,7,5,6,6,561.2,325.6,42,350,34,32.1,125,9,7.44,0,67,0.638,460,7664798
"1","Annie","Mage","n/a",4,2,3,10,6,524,418,25,335,19.22,30,625,5.5,8,0,50.41,0.579,465,7607031
"113","Sejuani","Tank","Fighter",5,5,7,6,4,560,400,40,340,34,32.1,150,8.5,7,0,66,0.688,191,7594697
"82","Mordekaiser","Fighter","n/a",6,4,6,7,4,575,100,0,335,37,32,175,5,0,0,61,0.625,162,7578445
"235","Senna","Marksman","Mage",4,7,2,6,7,520,350,45,330,28,30,600,3.5,11.5,0,50,0.625,453,7565538
"102","Shyvana","Fighter","Tank",5,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,222,7550714
"134","Syndra","Mage","Support",4,2,3,9,8,523,480,40,330,24.712,30,550,6.5,8,0,53.872,0.625,454,7542999
"11","MasterYi","Assassin","Fighter",4,10,4,2,4,598.56,250.56,42,355,33,32.1,125,7.5,7.256,0,66,0.679,449,7521288
"79","Gragas","Fighter","Mage",4,4,7,6,5,600,400,47,330,35,32.1,125,5.5,6,0,64,0.675,448,7497220
"29","Twitch","Marksman","Assassin",4,9,2,3,6,612,287.2,40,330,27,30,550,3.75,7.256,0,59,0.679,450,7485759
"17","Teemo","Marksman","Assassin",4,5,3,7,6,528,334,20,330,24.3,30,500,5.5,9.6,0,54,0.69,456,7485420
"517","Sylas","Mage","Assassin",4,3,4,8,5,525,280,50,340,27,32,175,9,7,0,61,0.645,446,7468845
"201","Braum","Support","Tank",6,3,9,4,3,540,310.6,45,335,47,32.1,125,8.5,6,0,55.376,0.644,142,7466656
"39","Irelia","Fighter","Assassin",4,7,4,5,5,580,350,30,335,36,32,200,8.5,8,0,63,0.656,447,7461534
"31","Chogath","Tank","Mage",4,3,7,7,5,574.4,272.2,40,345,38,32.1,125,9,7.206,0,69,0.625,452,7454617
"350","Yuumi","Support","Mage",6,5,1,8,2,480,400,45,330,25,25,500,7,10,0,55,0.625,107,7443716
"498","Xayah","Marksman","Marksman",4,10,6,1,5,590,340,40,325,25,30,525,3.25,8.25,0,60,0.625,439,7442928
"121","Khazix","Assassin","n/a",4,9,4,3,6,572.8,327.2,40,350,36,32.1,125,7.5,7.59,0,63,0.668,442,7434010
"141","Kayn","Fighter","Assassin",4,10,6,1,8,585,410,50,340,38,32.1,175,8,11.5,0,68,0.669,442,7424036
"10","Kayle","Fighter","Support",6,6,6,7,7,600,330,50,335,26,34,175,5,8,0,50,0.625,176,7405309
"61","Orianna","Mage","Support",4,4,3,9,7,530,418,25,325,17.04,26,525,7,8,0,40.368,0.658,441,7405054
"111","Nautilus","Tank","Fighter",4,4,6,6,6,576.48,400,47,325,39,32.1,175,8.5,8.626,0,61,0.706,444,7379234
